,Item ID,Major,Minor,Type,Name,Discounted Price,Original price,Discount,Quantity,Sponsored
264,264,packaged food,ready to cook,ready meals,Tata Q Hot and Spicy Schezwan Noodles with Veggies,66,99,33,290.0,False
265,265,packaged food,ready to cook,ready meals,MTR Poha,16,25,36,60.0,False
266,266,packaged food,ready to cook,canned food,Del Monte Whole Green Olives,225,225,0,450.0,False
267,267,packaged food,ready to cook,canned food,Del Monte Baked Beans,110,110,0,450.0,True
268,268,packaged food,ready to cook,canned food,American Garden Plain Bread Crumbs,188,190,1,425.0,False
269,269,packaged food,cooking sauces & vinegar,cooking sauce,Ching's Secret Green Chilli Sauce,68,85,20,680.0,True
270,270,packaged food,cooking sauces & vinegar,cooking sauce,Ching's Secret Red Chilli Sauce,68,85,20,680.0,False
271,271,packaged food,cooking sauces & vinegar,cooking sauce,Ching's Secret Dark Soy Sauce,49,55,10,210.0,False
272,272,packaged food,cooking sauces & vinegar,cooking sauce,FUN FOODS Pasta & Pizza Sauce,89,89,0,325.0,False
273,273,packaged food,cooking sauces & vinegar,cooking sauce,WeiKFiELD Green Chilli Sauce,49,55,10,200.0,False
274,274,packaged food,cooking sauces & vinegar,vinegar,Top's Premium Synthetic White Vinegar,54,54,0,610.0,False
275,275,packaged food,cooking sauces & vinegar,vinegar,Ching's Secret Chilli Vinegar,45,50,10,170.0,False
276,276,packaged food,cooking sauces & vinegar,vinegar,DiSano Apple Cider Vinegar Filtered Vinegar,120,240,50,500.0,False
277,277,packaged food,cooking sauces & vinegar,vinegar,DiSano Apple Cider Vinegar With Mother Vinegar Vinegar,169,495,65,500.0,False
278,278,packaged food,cooking sauces & vinegar,vinegar,WeiKFiELD Chilli Vinegar,45,50,10,200.0,False
279,279,packaged food,baking,baking ingredients,Solar Dry Active Yeast Powder,42,60,30,40.0,True
280,280,packaged food,baking,baking ingredients,Kwality Baking Soda Powder,20,25,20,100.0,False
281,281,packaged food,baking,baking ingredients,Solar Cocoa Powder,50,72,30,50.0,False
282,282,packaged food,baking,baking ingredients,HERSHEY'S Cocoa Powder,229,270,15,225.0,False
283,283,packaged food,baking,baking ingredients,WeiKFiELD Double Action Baking Powder,33,33,0,100.0,False
284,284,packaged food,baking,ready baking mixes,Betty Crocker Complete Pancake Mix,96,105,8,250.0,False
285,285,packaged food,baking,ready baking mixes,Betty Crocker Triple Choco Brownie Mix,303,330,8,425.0,False
286,286,packaged food,baking,ready baking mixes,Betty Crocker Pancake Mix,180,205,10,500.0,False
287,287,packaged food,baking,ready baking mixes,WeiKFiELD Cooker Cake Mix Chocolate,80,95,15,150.0,False
288,288,packaged food,baking,ready baking mixes,Pillsbury Choco Cooker Cake Mix,95,100,5,159.0,False
